Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PAULO SETUBAL,35000590,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DEPUTADO EMILIO CARLOS, 1980 AVENIDA. LIMAO. 02720-200 São Paulo - SP.",(11) 38572855,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.4895646,-46.6754389
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,TITO PRATES DA FONSECA,35000607,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MENDONCA JUNIOR, 611 RUA. VILA DOS ANDRADES. 02610-010 São Paulo - SP.",(11) 39812872,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atividade Complementar,-23.4770123,-46.6642008
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,REGENTE FEIJO,35000619,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ANTONIO DE COUROS, SN RUA. VILA PALMEIRAS. 02726-000 São Paulo - SP.",(11) 39314273,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.4969446,-46.689931
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANTONIO EMILIO SOUZA PENNA PROFESSOR,35000620,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CAROLINA MARIA DO CARMO, 30 RUA. VILA ALBERTINA. 02729-080 São Paulo - SP.",(11) 39312893,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.5035181,-46.6929174
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AUGUSTO DE MACEDO COSTA DOUTOR,35000632,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CONCEICAO DE JACAREI, 8 RUA. VILA CRUZ DAS ALMAS. 02805-140 São Paulo - SP.",(11) 39757040,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.4804013,-46.6989
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PIO XII,35000644,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"OTAVIO DOMINGUITO, 50 RUA. PIQUERI. 02912-040 São Paulo - SP.",(11) 39764189,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.5061997,-46.7094385
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FRONTINO GUIMARAES,35000656,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PAULO GONCALVES, 55 RUA. SANTANA. 02403-020 São Paulo - SP.",(11) 29764636,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.4962835,-46.627988
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ROMULO PERO PROFESSOR,35000668,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"COPACABANA, 243 RUA. SANTA TERESINHA. 02461-000 São Paulo - SP.",(11) 29509718,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4941932,-46.6384274
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PAULO EGYDIO DE OLIVEIRA CARVALHO SENADOR,35000673,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ARARITAGUABA, 1264 RUA. VILA MARIA. 02122-011 São Paulo - SP.",(11) 26310204,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.5150055,-46.5821843
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,TOLEDO BARBOSA,35000681,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MARIA CANDIDA, 293 RUA. VILA GUILHERME. 02071-010 São Paulo - SP.",(11) 29096146,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.5018019,-46.6118308
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RITA BICUDO PEREIRA PROFA,35000693,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PERI RONCHETTI, 494 AVENIDA. JARDIM PERI. 02633-000 São Paulo - SP.",(11) 22322066,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.4619192,-46.6508911
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HORACIO LAFER MINISTRO,35000700,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DIAS DA SILVA, 1464 RUA. VILA MARIA. 02114-002 São Paulo - SP.",(11) 29544138,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-23.5142397,-46.5843283
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,NARBAL FONTES PROFESSORA,35000711,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CONCEICAO, 806 AVENIDA. CARANDIRU. 02072-000 São Paulo - SP.",(11) 29064062,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.5004805,-46.6056775
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,OCTAVIO MENDES DOUTOR,35000723,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"VOLUNTARIOS DA PATRIA, 3422 RUA. SANTANA. 02402-300 São Paulo - SP.",(11) 29791201,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.490036,-46.6256296
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PAUL HUGON PROF,35000735,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE DE ALMEIDA BOTELHO GENERAL, 196 RUA. PARQUE MANDAQUI. 02422-090 São Paulo - SP.",(11) 22311899,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-23.4710657,-46.6355175
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA MONTESSORI,35000747,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CONCEICAO, 2288 AVENIDA. VILA PAIVA. 02072-002 São Paulo - SP.",(11) 29094973,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.5003949,-46.5928103
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FLORINDA CARDOSO PROFESSORA,35000759,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ITAUNA, 748 RUA. VILA MARIA. 02111-031 São Paulo - SP.",(11) 29674820,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.5159213,-46.5905765
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AFRANIO PEIXOTO,35000760,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MARIA CANDIDA, 1936 RUA. VILA GUILHERME. 02071-013 São Paulo - SP.",(11) 29090009,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.5085852,-46.596843
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VISCONDE DE INHAUMA ALMIRANTE,35000772,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"GUACA, 1382 AVENIDA. LAUZANE PAULISTA. 02435-001 São Paulo - SP.",(11) 22317192,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.4765689,-46.6333889
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANESIA SINCORA PROFESSORA,35000784,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE BERNARDO PINTO, 758 RUA. VILA GUILHERME. 02055-001 São Paulo - SP.",(11) 29011005,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.515894,-46.6047045
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HEROIS DA FEB,35000796,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SOLDADO BENEDITO ELISEU DOS SANTOS, SN RUA. PARQUE NOVO MUNDO. 02177-020 São Paulo - SP.",(11) 29545915,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atividade Complementar,-23.5124092,-46.5688134
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,IMPERATRIZ LEOPOLDINA,35000802,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"TOGO, 571 RUA. JARDIM JAPAO. 02124-050 São Paulo - SP.",(11) 22123411,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.5054693,-46.5778447
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RAQUEL ASSIS BARREIROS PROFA,35000814,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PENHA BRASIL GENERAL, 1255 AVENIDA. VILA NOVA CACHOEIRINHA. 02673-000 São Paulo - SP.",(11) 38512417,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.4641345,-46.6683506
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOAO VIEIRA DE ALMEIDA,35000838,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"GUILHERME COTCHING, 1272 AVENIDA. VILA MARIA. 02113-012 São Paulo - SP.",(11) 26312651,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.5183454,-46.5893575
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOAQUIM LEME DO PRADO PROFESSOR,35000848,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"IMIRIM, 2113 AVENIDA. IMIRIM. 02465-200 São Paulo - SP.",(11) 22391332,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-23.4884378,-46.6525537
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JULIO MAIA,35000851,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SOBRAL JUNIOR, 234 RUA. VILA MARIA ALTA. 02130-020 São Paulo - SP.",(11) 29541609,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.5065345,-46.586305
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOSE MARCELINO DA FONSECA MAJOR,35000863,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SOLDADO BENTINHO, 87 RUA. PARQUE MANDAQUI. 02418-090 São Paulo - SP.",(11) 22041722,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.4706249,-46.6288678
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CASTRO ALVES,35000875,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"FRANCISCO BRUNO, 67 RUA. VILA MARIZA MAZZEI. 02432-070 São Paulo - SP.",(11) 22566093,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.4854605,-46.6396929
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PEDRO COSTA DEPUTADO,35000899,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"NILO LUIS MAZZEI, 378 RUA. VILA ISOLINA MAZZEI. 02081-070 São Paulo - SP.",(11) 29765072,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.4937002,-46.6027501
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CARLOS DE LAET PROF,35000905,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ALBERTINA VIEIRA DA SILVA GORDO, 147 RUA. VILA AURORA ZONA NORTE. 02410-000 São Paulo - SP.",(11) 29537720,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4771139,-46.6243508
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANTONIO LISBOA PROFESSOR,35000917,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PROFESSOR FABIO FANUCCHI, 425 RUA. BAIRRO JARDIM SAO PAULO. 02045-080 São Paulo - SP.",(11) 29710852,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-23.4931599,-46.6157282
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANTONIO VIEIRA PADRE,35000929,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CRUZEIRO DO SUL, 3301 AVENIDA. CANINDE. 02031-200 São Paulo - SP.",(11) 29506476,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Médio,,-23.501482,-46.6253123
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HOMEM DE MELLO BARAO,35000930,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ALFREDO PUJOL, 1555 RUA. SANTANA. 02017-013 São Paulo - SP.",(11) 29506555,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.5022718,-46.6404803
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BUENOS AIRES,35000942,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOUTOR OLAVO EGIDIO, 1008 RUA. SANTANA. 02037-001 São Paulo - SP.",(11) 29778335,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-23.5004137,-46.6164853
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ETEC PROFESSOR HORACIO AUGUSTO DA SILVEIRA,35000954,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ALCANTARA, 113 RUA. VILA MARIA BAIXA. 02110-010 São Paulo - SP.",(11) 29051125,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-23.5196824,-46.5965299
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GONCALVES DIAS,35000966,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"NILO LUIS MAZZEI, SN RUA. VILA ISOLINA MAZZEI. 02081-070 São Paulo - SP.",(11) 29767684,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-23.4925479,-46.601329
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CASIMIRO DE ABREU,35000978,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CORONEL JORDAO, 144 RUA. VILA PAIVA. 02075-030 São Paulo - SP.",(11) 29091149,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.5075343,-46.6013993
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,REPUBLICA DA BOLIVIA,35000985,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"OUTEIRO DA CRUZ, 571 RUA. JARDIM SAO PAULO. 02041-040 São Paulo - SP.",(11) 29763141,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.4900829,-46.6228444
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EURICO FIGUEIREDO PROF,35001004,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"FONSECA FILHO MINISTRO, 75 RUA. JACANA. 02272-030 São Paulo - SP.",(11) 22425743,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.47009,-46.5868392
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ALBERTO CARDOSO DE MELLO NETO DR,35001016,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO PROFESSORA, 633 AVENIDA. JARDIM LEONOR MENDES DE BARROS. 02346-000 São Paulo - SP.",(11) 22040517,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.46469667,-46.605015
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VICTOR DOS SANTOS CUNHA PROF,35001028,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAO SIMAO DE CASTRO, 280 AVENIDA. VILA SABRINA. 02141-000 São Paulo - SP.",(11) 22015427,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-23.4900865,-46.5728916
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SEBASTIAO DE SOUZA BUENO PROF,35001036,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"FRANCISCO DE MEDEIROS JORDAO, 579 RUA. VILA MEDEIROS. 02214-030 São Paulo - SP.",(11) 22018592,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4923262,-46.5860147
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOHANN GUTENBERG,35001041,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BUSSE CAPITAO, 391 RUA. PARQUE EDU CHAVES. 02232-050 São Paulo - SP.",(11) 22427216,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4737789,-46.562776
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LUIZ AMARAL WAGNER PROF,35001053,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"NICOLINO MORENA DOUTOR, 541 RUA. VILA CONSTANCA. 02257-000 São Paulo - SP.",(11) 22427707,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-23.4733301,-46.5811812
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,DAVID EUGENIO DOS SANTOS PROF,35001065,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE DE ALMEIDA, 1377 RUA. VILA MEDEIROS. 02204-001 São Paulo - SP.",(11) 29895187,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.4835446,-46.5900801
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JUDITH GUIMARAES DOS SANTOS PROFA,35001077,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MANUEL PEREIRA SAMPAIO, 66 RUA. BORTOLANDIA. 02352-030 São Paulo - SP.",(11) 22041854,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.4565079,-46.597214
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GABRIELA MISTRAL,35001089,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BARACCA MAJOR, 584 RUA. PARQUE EDU CHAVES. 02232-000 São Paulo - SP.",(11) 22401033,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.4785752,-46.562069
