Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL PARELHEIROS - ENEIDA PALMA LEITE PROFA,35455696,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"TEREZINHA DO PRADO OLIVEIRA, 25 JARDIM NOVO PARELHEIROS. 04890-630 São Paulo - SP.",(11) 59266917,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.82844616,-46.72372061
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL SAO RAFAEL,35455702,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CINIRA POLONIO, 100 CONJUNTO PROMORAR RIO CLARO. 08395-320 São Paulo - SP.",(11) 27521065,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.6201,-46.4566
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL BUTANTA - ELIZABETH GASPAR TUNALA PROFA,35455714,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA, 1870 JARDIM ESMERALDA. 05588-001 São Paulo - SP.",(11) 37324500,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.5824,-46.7508
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL NAVEGANTES - JOSE EVERARDO RODRIGUES COSME PROF,35455726,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MARIA MOASSAB BARBOUR, S/N CANTINHO DO CEU. 04849-503 São Paulo - SP.",(11) 59765500,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.74468504,-46.66036324
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL CAMPO LIMPO - DOM AGNELO ROSSI CARDEAL,35455751,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CARLOS LACERDA, 678 PIRAJUSSARA. 05789-000 São Paulo - SP.",(11) 58434800,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.63741747,-46.77960888
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL FEITICO DA VILA - JOSE FREITAS NOBRE DEP PROF,35455775,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"FEITICO DA VILA, 399 CHACARA SANTA MARIA. 05879-000 São Paulo - SP.",(11) 33976550,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.6859,-46.7931
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL MENINOS - ARTUR ALBERTO DE MOTA GONCALVES PROF DR,35455787,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BARBINOS, 111 SAO JOAO CLIMACO. 04240-110 São Paulo - SP.",(11) 29452560,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,                              ,                              
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL CAPAO REDONDO - CELSO SEIXAS RIBEIRO BASTOS PROF E DR,35455799,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DANIEL GRAN, S/N JARDIM MODELO. 05867-380 São Paulo - SP.",(11) 58749830,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.67474415,-46.7702822
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL PAZ,35455805,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DANIEL CERRI, 1549 JARDIM PARANA. 02876-170 São Paulo - SP.",(11) 39863407,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,                              ,                              
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL JARDIM PAULISTANO,35455817,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"APARECIDA DO TABOADO, S/N JARDIM PAULISTANO ZONA NORTE. 02814-000 São Paulo - SP.",(11) 33975410,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.4621,-46.7117
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL TRES PONTES - NILZETE LETICIA BISPO DOS SANTOS LIMA PROFA,35455829,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CAPACHOS, S/N JARDIM CELIA. 08191-330 São Paulo - SP.",(11) 33976410,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.4791032,-46.3813494
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL VILA CURUCA - IRENE RAMALHO,35455830,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MARECHAL TITO, 3452 ITAIM PAULISTA. 08115-000 São Paulo - SP.",(11) 25636150,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.49537833,-46.41225167
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL PARAISOPOLIS,35455854,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOUTOR JOSE AUGUSTO DE SOUZA E SILVA, S/N JARDIM PARQUE MORUMBI. 05712-040 São Paulo - SP.",(11) 37471950,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.62254394,-46.72759574
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL TRES LAGOS,35455866,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MARIA MOURA DA CONCEICAO, S/N JARDIM BELCITO. 04855-257 São Paulo - SP.",(11) 59765661,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.7670837,-46.6807081
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL VILA DO SOL,35455885,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOS FUNCIONARIOS PUBLICOS, 369 VILA DO SOL. 04962-000 São Paulo - SP.",(11) 33979800,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.7353,-46.7803
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL ARICANDUVA - IRENE GALVAO DE SOUZA PROFA,35455891,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"OLGA FADEL ABARCA, S/N JARDIM SANTA TEREZINHA ZONA LESTE. 03572-020 São Paulo - SP.",(11) 27237543,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.5693234,-46.5037868
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL JAMBEIRO - JOSE GUILHERME GIANETTI,35455908,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE PINHEIRO BORGES, 60 JARDIM HELENA. 08420-092 São Paulo - SP.",(11) 29602055,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.5385002,-46.4229379
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL QUINTA DO SOL,35455912,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"LUIZ IMPARATO, 564 PARQUE CISPER. 03819-160 São Paulo - SP.",(11) 33963420,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.4985,-46.496
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL SAO MATEUS,35455921,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CURUMATIM, 201 PARQUE BOA ESPERANCA. 08341-240 São Paulo - SP.",(11) 27328157,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.6032395,-46.4489952
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL SAPOPEMBA,35455933,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MANUEL QUIRINO DE MATTOS, S/N JARDIM SAPOPEMBA. 03969-000 São Paulo - SP.",(11) 20759110,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.609291,-46.4939078
ESCOLA PARALISADA,ESCOLA DE EDUCACAO INFANTIL ESTACAO DO PENSAR,35456100,SP,São Paulo,Urbana,Não Informado,Privada,"RUA TEMPLARIOS, 167 VILA FORMOSA. 03357-000 São Paulo - SP.",(11) 22682729,Privada,Não Informado,Não,,,,,-23.565,-46.55717
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV NOVO CAMINHO,35456147,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"MANUEL RODRIGUES DA CUNHA, 143 VILA SOUZA. 02860-020 São Paulo - SP.",(11) 39842193,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.4687,-46.6758
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV QUERUBIM II,35456159,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"ALCATIRA, 49 VILA PITA. 02478-020 São Paulo - SP.",(11) 39849673,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.4789,-46.6594
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO VISCONDE DE PORTO SEGURO CAMPUS VILA ANDRADE,35456196,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"MARIA JOSE DA CONCEICAO, 166 RUA. VILA ANDRADE. 05730-170 São Paulo - SP.",(11) 37401099,Privada,Filantrópica,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-23.632648,-46.7398835
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PEQUENO APRENDIZ COLEGIO,35456299,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"DEOCLECIANO DE OLIVEIRA FILHO, 721 RUA. PARQUE SANTO ANTONIO. 05834-000 São Paulo - SP.",(11) 55183058,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.6699855,-46.7567503
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC PART PAT WAY II,35456305,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"DOUTOR CLOVIS DE OLIVEIRA, 747 VILA PROGREDIOR. 05616-073 São Paulo - SP.",(11) 37213006,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC PART MAPLE BEAR CANADIAN SCHOOL VILA NOVA CONCEICAO,35456342,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"INAJAROBA, 88 VILA NOVA CONCEICAO. 04511-040 São Paulo - SP.",(11) 30442851,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.59638,-46.66462
ESCOLA PARALISADA,INTERACAO MODELO COLEGIO UNIDADE II,35456354,SP,São Paulo,Urbana,Não Informado,Privada,"RUA SAO GONCALO DO RIO DAS PEDRAS, 785 SAO MIGUEL PAULISTA. 08060-090 São Paulo - SP.",(11) 25849545,Privada,Não Informado,Não,,,,,-23.48844,-46.42051
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC PART ACQUARELLA BABY,35456697,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"JOAO CARLOS DA SILVA BORGES, 608 620. VILA CRUZEIRO. 04726-001 São Paulo - SP.",(11) 56413445,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AQUARELLA ESC DE EDUC INFANTIL E FUNDAMENTAL,35456706,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"BENTO PICKEL DOM, 360 RUA. CASA VERDE ALTA. 02544-000 São Paulo - SP.",(11) 22393177,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.4907273,-46.6607466
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,OBJETIVO CENTRO INTERESCOLAR UNIDADE IPIRANGA,35456731,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"MARCHETTI PADRE, 235 RUA. IPIRANGA. 04266-000 São Paulo - SP.",(11) 22191168,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.58864,-46.6118
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC PART CORUJA,35456792,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"GOIAS, 147 HIGIENOPOLIS. 01244-030 São Paulo - SP.",(11) 36618107,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV TERRITORIOS DO BRINCAR,35456834,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"JOAO PINTO DE OLIVEIRA, 168 JARDIM GUARANI. 02849-110 São Paulo - SP.",(11) 39228544,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.46151313,-46.69074152
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC PART T L ALVES,35456871,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"SABBADO DANGELO, 213 ITAQUERA. 08210-790 São Paulo - SP.",(11) 20564124,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5353,-46.45057
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC PART PLENITUDE,35456895,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"PINHEIRO GUIMARAES, 921 PARQUE DA VILA PRUDENTE. 03141-030 São Paulo - SP.",(11) 23470720,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.59073,-46.56967
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC PART VILLA COR BERCARIO E ED INFANTIL,35456901,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"PAVAO, 246 INDIANOPOLIS. 04516-010 São Paulo - SP.",(11) 55333636,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,14 BIS COLEGIO,35456913,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"DRONSFIELD, 401 403. LAPA. 05074-000 São Paulo - SP.",(11) 36452167,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Ensino Fundamental,,-23.52198,-46.70848
ESCOLA PARALISADA,SINDICATO DOS METALURGICOS DE SAO PAULO CEP,35456949,SP,São Paulo,Urbana,Não Informado,Privada,"GALVAO BUENO, 738 RUA. LIBERDADE. 01506-000 São Paulo - SP.",(11) 32073550,Privada,Não Informado,Não,,,,,-23.56228,-46.63481
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO VIVER E APRENDER,35456962,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"BRIGADEIRO JORDAO, 419 RUA. IPIRANGA. 04210-000 São Paulo - SP.",(11) 22159392,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.5866288,-46.6049353
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC PART KINDERGARTEN EEI,35456974,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"AZEVEDO SOARES, 2006 VILA GOMES CARDIM. 03322-002 São Paulo - SP.",,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.54725,-46.55731
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE E PRE ESCOLA SAUDE,35457059,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA DOUTOR ARNALDO, 715 AVENIDA. CERQUEIRA CESAR. 01246-904 São Paulo - SP.",(11) 30617729,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-23.5545739,-46.6733137
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV GARRA FEMININA II,35457085,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"SERRA DA SANTA MARTA 579, 579 VILA CARMOSNA. 08290-420 São Paulo - SP.",(11) 22542823,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.55332095,-46.45711543
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV MUNDINHO DOS TALENTOS,35457103,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"PEDRO ESCOBAR, 788 JARDIM ELIANA. 04851-210 São Paulo - SP.",(11) 59323493,Privada,Filantrópica,Sim,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-23.7494004,-46.6651931
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV SONIA MARIA DOS ANJOS MARTINELLI,35457176,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"ANGA, 633 VILA FORMOSA. 03360-000 São Paulo - SP.",(11) 22114481,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.56975016,-46.54386199
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENE COLEGIO,35457206,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"JOSE COCCIUFFO, 161 RUA. IPIRANGA. 04121-120 São Paulo - SP.",(11) 50610586,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.6017451,-46.6162077
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV SHALLOM II,35457224,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"WALDEMAR MARTINS, 926 929 E 932. PARQUE PERUCHE. 02535-001 São Paulo - SP.",(11) 25743080,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.4943,-46.654
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MILTON SANTOS PROF,35457243,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MARIO PALMERIO, SN RUA. JARDIM ANHANGUERA. 05267-040 São Paulo - SP.",(11) 39127163,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-23.43849939,-46.79212324
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ETEC JORNALISTA ROBERTO MARINHO,35457450,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JORNALISTA ROBERTO MARINHO, SN AVENIDA. BROOKLIN PAULISTA. 04576-000 São Paulo - SP.",(11) 51032085,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-23.6140299,-46.696954
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV CUIDANDO DO AMANHA,35457577,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"EVALDO CALABREZ, 1105 VILA PRINCESA ISABEL. 08410-070 São Paulo - SP.",(11) 25535441,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.54864,-46.42143
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI INDIR JOAO FERNANDES IV,35457589,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"FLOR DA NOITE, 50 JARDIM PEDRA BRANCA. 08490-740 São Paulo - SP.",(11) 22829252,Privada,Filantrópica,Sim,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-23.5815,-46.4173
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC PART MARIA LINA INST EDUCACIONAL,35457656,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"GERALDO BETING, 130 JARDIM GERMANIA. 05849-330 São Paulo - SP.",(11) 55117782,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-23.65008,-46.75351
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EBENEZER COLEGIO,35457700,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"BOQUEIRAO, 553 RUA. SAUDE. 04293-000 São Paulo - SP.",(11) 50732183,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.6220389,-46.61380051
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE DETENCAO PROVISORIA II PINHEIROS,35457759,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"NACOES UNIDAS, 1501 AVENIDA. VILA LEOPOLDINA. 05310-000 São Paulo - SP.",(11) 36450113,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação de Jovens Adultos,,-23.53245,-46.74742
